Year,Month,Region,Home Size,Purchase Completion,Average Sales Price,Number of Households (Thousands),Median Income - Current Dollars,Median Income - 2022 Dollars,Mean Income - Current Dollars,Mean Income - 2022 Dollars
2020,12,Midwest,Single ,1,55800,27810,67380,75960,95840,108000
2020,12,Midwest,Total1,0,77100,27810,67380,75960,95840,108000
2020,12,Northeast,Double,1,115300,22470,75510,85110,108600,122400
2020,12,Northeast,Single ,1,58200,22470,75510,85110,108600,122400
2020,12,Northeast,Total1,1,93600,22470,75510,85110,108600,122400
2020,12,South,Double,1,109900,49760,61480,69310,89660,101100
2020,12,South,Single ,0,64500,49760,61480,69310,89660,101100
2020,12,South,Total1,0,90100,49760,61480,69310,89660,101100
2020,12,United States,Double,0,110800,129200,68010,76660,97470,109900
2020,12,United States,Single ,0,62600,129200,68010,76660,97470,109900
2020,12,United States,Total1,0,90200,129200,68010,76660,97470,109900
2020,12,West,Double,1,115900,29200,75240,84820,103700,116900
2020,12,West,Single ,0,64500,29200,75240,84820,103700,116900
2020,12,West,Total1,1,108800,29200,75240,84820,103700,116900
2020,11,Midwest,Double,1,117400,27810,67380,75960,95840,108000
2020,11,Midwest,Single ,1,62400,27810,67380,75960,95840,108000
2020,11,Midwest,Total1,1,81000,27810,67380,75960,95840,108000
2020,11,Northeast,Double,0,103900,22470,75510,85110,108600,122400
2020,11,Northeast,Single ,0,63600,22470,75510,85110,108600,122400
2020,11,Northeast,Total1,0,85600,22470,75510,85110,108600,122400
2020,11,South,Double,0,109700,49760,61480,69310,89660,101100
2020,11,South,Single ,0,64200,49760,61480,69310,89660,101100
2020,11,South,Total1,1,92600,49760,61480,69310,89660,101100
2020,11,United States,Double,0,112800,129200,68010,76660,97470,109900
2020,11,United States,Single ,1,63500,129200,68010,76660,97470,109900
2020,11,United States,Total1,1,92600,129200,68010,76660,97470,109900
2020,11,West,Double,1,128200,29200,75240,84820,103700,116900
2020,11,West,Single ,1,60100,29200,75240,84820,103700,116900
2020,11,West,Total1,0,115400,29200,75240,84820,103700,116900
2020,10,Midwest,Double,0,108000,27810,67380,75960,95840,108000
2020,10,Midwest,Single ,0,58300,27810,67380,75960,95840,108000
2020,10,Midwest,Total1,0,81700,27810,67380,75960,95840,108000
2020,10,Northeast,Double,0,112100,22470,75510,85110,108600,122400
2020,10,Northeast,Single ,1,57700,22470,75510,85110,108600,122400
2020,10,Northeast,Total1,0,91000,22470,75510,85110,108600,122400
2020,10,South,Double,1,107900,49760,61480,69310,89660,101100
2020,10,South,Single ,1,56500,49760,61480,69310,89660,101100
2020,10,South,Total1,1,87400,49760,61480,69310,89660,101100
2020,10,United States,Double,1,110000,129200,68010,76660,97470,109900
2020,10,United States,Single ,0,57200,129200,68010,76660,97470,109900
2020,10,United States,Total1,0,89400,129200,68010,76660,97470,109900
2020,10,West,Double,0,120000,29200,75240,84820,103700,116900
2020,10,West,Single ,0,61200,29200,75240,84820,103700,116900
2020,10,West,Total1,0,108900,29200,75240,84820,103700,116900
2020,9,Midwest,Double,1,98300,27810,67380,75960,95840,108000
2020,9,Midwest,Single ,0,52800,27810,67380,75960,95840,108000
2020,9,Midwest,Total1,1,72100,27810,67380,75960,95840,108000
2020,9,Northeast,Double,1,105600,22470,75510,85110,108600,122400
2020,9,Northeast,Single ,1,61000,22470,75510,85110,108600,122400
2020,9,Northeast,Total1,1,84800,22470,75510,85110,108600,122400
2020,9,South,Double,0,105700,49760,61480,69310,89660,101100
2020,9,South,Single ,0,58400,49760,61480,69310,89660,101100
2020,9,South,Total1,0,86900,49760,61480,69310,89660,101100
2020,9,United States,Double,0,107800,129200,68010,76660,97470,109900
2020,9,United States,Single ,0,58300,129200,68010,76660,97470,109900
2020,9,United States,Total1,1,87300,129200,68010,76660,97470,109900
2020,9,West,Double,0,126600,29200,75240,84820,103700,116900
2020,9,West,Single ,1,68600,29200,75240,84820,103700,116900
2020,9,West,Total1,1,110100,29200,75240,84820,103700,116900
2020,8,Midwest,Double,1,97600,27810,67380,75960,95840,108000
2020,8,Midwest,Single ,1,59500,27810,67380,75960,95840,108000
2020,8,Midwest,Total1,0,75900,27810,67380,75960,95840,108000
2020,8,Northeast,Double,0,109600,22470,75510,85110,108600,122400
2020,8,Northeast,Single ,0,56700,22470,75510,85110,108600,122400
2020,8,Northeast,Total1,0,87600,22470,75510,85110,108600,122400
2020,8,South,Double,0,109100,49760,61480,69310,89660,101100
2020,8,South,Single ,1,56800,49760,61480,69310,89660,101100
2020,8,South,Total1,0,87900,49760,61480,69310,89660,101100
2020,8,United States,Double,1,109300,129200,68010,76660,97470,109900
2020,8,United States,Single ,1,57700,129200,68010,76660,97470,109900
2020,8,United States,Total1,1,88200,129200,68010,76660,97470,109900
2020,8,West,Double,1,119500,29200,75240,84820,103700,116900
2020,8,West,Single ,0,60500,29200,75240,84820,103700,116900
2020,8,West,Total1,0,104900,29200,75240,84820,103700,116900
2020,7,Midwest,Double,0,97000,27810,67380,75960,95840,108000
2020,7,Midwest,Single ,0,56900,27810,67380,75960,95840,108000
2020,7,Midwest,Total1,0,72600,27810,67380,75960,95840,108000
2020,7,Northeast,Double,1,100300,22470,75510,85110,108600,122400
2020,7,Northeast,Single ,0,58600,22470,75510,85110,108600,122400
2020,7,Northeast,Total1,1,78600,22470,75510,85110,108600,122400
2020,7,South,Double,1,101300,49760,61480,69310,89660,101100
2020,7,South,Single ,1,59500,49760,61480,69310,89660,101100
2020,7,South,Total1,1,83700,49760,61480,69310,89660,101100
2020,7,United States,Double,0,102700,129200,68010,76660,97470,109900
2020,7,United States,Single ,0,59800,129200,68010,76660,97470,109900
2020,7,United States,Total1,0,84200,129200,68010,76660,97470,109900
2020,7,West,Double,0,113200,29200,75240,84820,103700,116900
2020,7,West,Single ,0,72100,29200,75240,84820,103700,116900
2020,7,West,Total1,1,103700,29200,75240,84820,103700,116900
2020,6,Midwest,Double,0,115200,27810,67380,75960,95840,108000
2020,6,Midwest,Single ,1,56100,27810,67380,75960,95840,108000
2020,6,Midwest,Total1,1,81400,27810,67380,75960,95840,108000
2020,6,Northeast,Double,1,117000,22470,75510,85110,108600,122400
2020,6,Northeast,Single ,1,55400,22470,75510,85110,108600,122400
2020,6,Northeast,Total1,0,91700,22470,75510,85110,108600,122400
2020,6,South,Double,0,106800,49760,61480,69310,89660,101100
2020,6,South,Single ,0,51700,49760,61480,69310,89660,101100
2020,6,South,Total1,0,82700,49760,61480,69310,89660,101100
2020,6,United States,Double,0,109800,129200,68010,76660,97470,109900
2020,6,United States,Single ,1,52900,129200,68010,76660,97470,109900
2020,6,United States,Total1,0,85600,129200,68010,76660,97470,109900
2020,6,West,Double,1,117000,29200,75240,84820,103700,116900
2020,6,West,Single ,1,55600,29200,75240,84820,103700,116900
2020,6,West,Total1,1,102700,29200,75240,84820,103700,116900
2020,5,Midwest,Double,1,100900,27810,67380,75960,95840,108000
2020,5,Midwest,Single ,0,56800,27810,67380,75960,95840,108000
2020,5,Midwest,Total1,0,73400,27810,67380,75960,95840,108000
2020,5,Northeast,Double,0,100200,22470,75510,85110,108600,122400
2020,5,Northeast,Single ,0,56300,22470,75510,85110,108600,122400
2020,5,Northeast,Total1,0,79100,22470,75510,85110,108600,122400
2020,5,South,Double,1,108500,49760,61480,69310,89660,101100
2020,5,South,Single ,0,54100,49760,61480,69310,89660,101100
2020,5,South,Total1,1,85200,49760,61480,69310,89660,101100
2020,5,United States,Double,1,109100,129200,68010,76660,97470,109900
2020,5,United States,Single ,1,55200,129200,68010,76660,97470,109900
2020,5,United States,Total1,1,85900,129200,68010,76660,97470,109900
2020,5,West,Double,0,117800,29200,75240,84820,103700,116900
2020,5,West,Single ,0,60700,29200,75240,84820,103700,116900
2020,5,West,Total1,0,105100,29200,75240,84820,103700,116900
2020,4,Midwest,Double,0,105000,27810,67380,75960,95840,108000
2020,4,Midwest,Single ,0,57000,27810,67380,75960,95840,108000
2020,4,Midwest,Total1,1,79500,27810,67380,75960,95840,108000
2020,4,Northeast,Double,0,105200,22470,75510,85110,108600,122400
2020,4,Northeast,Single ,1,53900,22470,75510,85110,108600,122400
2020,4,Northeast,Total1,1,86100,22470,75510,85110,108600,122400
2020,4,South,Double,1,106100,49760,61480,69310,89660,101100
2020,4,South,Single ,1,51600,49760,61480,69310,89660,101100
2020,4,South,Total1,0,84000,49760,61480,69310,89660,101100
2020,4,United States,Double,0,108200,129200,68010,76660,97470,109900
2020,4,United States,Single ,0,53300,129200,68010,76660,97470,109900
2020,4,United States,Total1,0,86900,129200,68010,76660,97470,109900
2020,4,West,Double,0,120300,29200,75240,84820,103700,116900
2020,4,West,Single ,1,64500,29200,75240,84820,103700,116900
2020,4,West,Total1,0,111800,29200,75240,84820,103700,116900
2020,3,Midwest,Double,1,108400,27810,67380,75960,95840,108000
2020,3,Midwest,Single ,1,55300,27810,67380,75960,95840,108000
2020,3,Midwest,Total1,1,79200,27810,67380,75960,95840,108000
2020,3,Northeast,Double,1,102400,22470,75510,85110,108600,122400
2020,3,Northeast,Single ,0,54400,22470,75510,85110,108600,122400
2020,3,Northeast,Total1,0,79100,22470,75510,85110,108600,122400
2020,3,South,Double,0,106900,49760,61480,69310,89660,101100
2020,3,South,Single ,0,53300,49760,61480,69310,89660,101100
2020,3,South,Total1,0,82000,49760,61480,69310,89660,101100
2020,3,United States,Double,1,106900,129200,68010,76660,97470,109900
2020,3,United States,Single ,0,53800,129200,68010,76660,97470,109900
2020,3,United States,Total1,1,82900,129200,68010,76660,97470,109900
2020,3,West,Double,1,106700,29200,75240,84820,103700,116900
2020,3,West,Single ,1,54300,29200,75240,84820,103700,116900
2020,3,West,Total1,1,92600,29200,75240,84820,103700,116900
2020,2,Midwest,Double,0,98200,27810,67380,75960,95840,108000
2020,2,Midwest,Single ,0,55200,27810,67380,75960,95840,108000
2020,2,Midwest,Total1,0,70900,27810,67380,75960,95840,108000
2020,2,Northeast,Double,0,109800,22470,75510,85110,108600,122400
2020,2,Northeast,Single ,0,54000,22470,75510,85110,108600,122400
2020,2,Northeast,Total1,1,81500,22470,75510,85110,108600,122400
2020,2,South,Double,0,105600,49760,61480,69310,89660,101100
2020,2,South,Single ,1,55300,49760,61480,69310,89660,101100
2020,2,South,Total1,1,82000,49760,61480,69310,89660,101100
2020,2,United States,Double,1,107500,129200,68010,76660,97470,109900
2020,2,United States,Single ,1,55600,129200,68010,76660,97470,109900
2020,2,United States,Total1,0,83400,129200,68010,76660,97470,109900
2020,2,West,Double,0,118900,29200,75240,84820,103700,116900
2020,2,West,Single ,0,59600,29200,75240,84820,103700,116900
2020,2,West,Total1,0,103500,29200,75240,84820,103700,116900
2019,12,Midwest,Double,0,96100,27760,68350,77860,94010,107100
2019,12,Midwest,Single ,1,54400,27760,68350,77860,94010,107100
2019,12,Midwest,Total1,0,70200,27760,68350,77860,94010,107100
2019,12,Northeast,Double,1,98500,22030,76220,86820,109900,125200
2019,12,Northeast,Single ,1,54000,22030,76220,86820,109900,125200
2019,12,Northeast,Total1,1,79500,22030,76220,86820,109900,125200
2019,12,South,Double,1,106900,49490,61880,70490,90420,103000
2019,12,South,Single ,0,54600,49490,61880,70490,90420,103000
2019,12,South,Total1,0,87900,49490,61880,70490,90420,103000
2019,12,United States,Double,0,105700,128500,68700,78250,98090,111700
2019,12,United States,Single ,0,54400,128500,68700,78250,98090,111700
2019,12,United States,Total1,0,86400,128500,68700,78250,98090,111700
2019,12,West,Double,1,107600,29180,75770,86300,106000,120800
2019,12,West,Single ,0,52100,29180,75770,86300,106000,120800
2019,12,West,Total1,1,97700,29180,75770,86300,106000,120800
2019,11,Midwest,Double,1,104000,27760,68350,77860,94010,107100
2019,11,Midwest,Single ,1,50600,27760,68350,77860,94010,107100
2019,11,Midwest,Total1,1,73400,27760,68350,77860,94010,107100
2019,11,Northeast,Double,0,113100,22030,76220,86820,109900,125200
2019,11,Northeast,Single ,0,49400,22030,76220,86820,109900,125200
2019,11,Northeast,Total1,0,79200,22030,76220,86820,109900,125200
2019,11,South,Double,0,104800,49490,61880,70490,90420,103000
2019,11,South,Single ,0,52500,49490,61880,70490,90420,103000
2019,11,South,Total1,1,79500,49490,61880,70490,90420,103000
2019,11,United States,Double,0,107100,128500,68700,78250,98090,111700
2019,11,United States,Single ,1,52100,128500,68700,78250,98090,111700
2019,11,United States,Total1,1,81600,128500,68700,78250,98090,111700
2019,11,West,Double,1,114700,29180,75770,86300,106000,120800
2019,11,West,Single ,1,54100,29180,75770,86300,106000,120800
2019,11,West,Total1,0,101400,29180,75770,86300,106000,120800
2019,10,Midwest,Double,0,100200,27760,68350,77860,94010,107100
2019,10,Midwest,Single ,0,53800,27760,68350,77860,94010,107100
2019,10,Midwest,Total1,0,72100,27760,68350,77860,94010,107100
2019,10,Northeast,Double,0,101600,22030,76220,86820,109900,125200
2019,10,Northeast,Single ,1,61200,22030,76220,86820,109900,125200
2019,10,Northeast,Total1,0,80600,22030,76220,86820,109900,125200
2019,10,South,Double,1,103400,49490,61880,70490,90420,103000
2019,10,South,Single ,1,52500,49490,61880,70490,90420,103000
2019,10,South,Total1,1,81600,49490,61880,70490,90420,103000
2019,10,United States,Double,1,103800,128500,68700,78250,98090,111700
2019,10,United States,Single ,0,53900,128500,68700,78250,98090,111700
2019,10,United States,Total1,0,81700,128500,68700,78250,98090,111700
2019,10,West,Double,0,109100,29180,75770,86300,106000,120800
2019,10,West,Single ,0,58800,29180,75770,86300,106000,120800
2019,10,West,Total1,0,96600,29180,75770,86300,106000,120800
2019,9,Midwest,Double,1,98400,27760,68350,77860,94010,107100
2019,9,Midwest,Single ,0,55900,27760,68350,77860,94010,107100
2019,9,Midwest,Total1,1,71900,27760,68350,77860,94010,107100
2019,9,Northeast,Double,1,103700,22030,76220,86820,109900,125200
2019,9,Northeast,Single ,1,59600,22030,76220,86820,109900,125200
2019,9,Northeast,Total1,1,84100,22030,76220,86820,109900,125200
2019,9,South,Double,0,99300,49490,61880,70490,90420,103000
2019,9,South,Single ,0,55100,49490,61880,70490,90420,103000
2019,9,South,Total1,0,80200,49490,61880,70490,90420,103000
2019,9,United States,Double,0,101800,128500,68700,78250,98090,111700
2019,9,United States,Single ,0,55600,128500,68700,78250,98090,111700
2019,9,United States,Total1,1,81500,128500,68700,78250,98090,111700
2019,9,West,Double,0,113000,29180,75770,86300,106000,120800
2019,9,West,Single ,1,55300,29180,75770,86300,106000,120800
2019,9,West,Total1,1,99500,29180,75770,86300,106000,120800
2019,8,Midwest,Double,1,99800,27760,68350,77860,94010,107100
2019,8,Midwest,Single ,1,52500,27760,68350,77860,94010,107100
2019,8,Midwest,Total1,0,75700,27760,68350,77860,94010,107100
2019,8,Northeast,Double,0,101200,22030,76220,86820,109900,125200
2019,8,Northeast,Single ,0,45700,22030,76220,86820,109900,125200
2019,8,Northeast,Total1,0,81900,22030,76220,86820,109900,125200
2019,8,South,Double,0,106600,49490,61880,70490,90420,103000
2019,8,South,Single ,1,48700,49490,61880,70490,90420,103000
2019,8,South,Total1,0,81400,49490,61880,70490,90420,103000
2019,8,United States,Double,1,107900,128500,68700,78250,98090,111700
2019,8,United States,Single ,1,49200,128500,68700,78250,98090,111700
2019,8,United States,Total1,1,84100,128500,68700,78250,98090,111700
2019,8,West,Double,1,120700,29180,75770,86300,106000,120800
2019,8,West,Single ,0,48200,29180,75770,86300,106000,120800
2019,8,West,Total1,0,107500,29180,75770,86300,106000,120800
2019,7,Midwest,Double,0,105700,27760,68350,77860,94010,107100
2019,7,Midwest,Single ,0,53900,27760,68350,77860,94010,107100
2019,7,Midwest,Total1,0,74400,27760,68350,77860,94010,107100
2019,7,Northeast,Double,1,129500,22030,76220,86820,109900,125200
2019,7,Northeast,Single ,0,51600,22030,76220,86820,109900,125200
2019,7,Northeast,Total1,1,88000,22030,76220,86820,109900,125200
2019,7,South,Double,1,100300,49490,61880,70490,90420,103000
2019,7,South,Single ,1,54900,49490,61880,70490,90420,103000
2019,7,South,Total1,1,78100,49490,61880,70490,90420,103000
2019,7,United States,Double,0,106500,128500,68700,78250,98090,111700
2019,7,United States,Single ,0,54000,128500,68700,78250,98090,111700
2019,7,United States,Total1,0,82000,128500,68700,78250,98090,111700
2019,7,West,Double,0,121000,29180,75770,86300,106000,120800
2019,7,West,Single ,0,45700,29180,75770,86300,106000,120800
2019,7,West,Total1,1,108400,29180,75770,86300,106000,120800
2019,6,Midwest,Double,0,97100,27760,68350,77860,94010,107100
2019,6,Midwest,Single ,1,52700,27760,68350,77860,94010,107100
2019,6,Midwest,Total1,1,72600,27760,68350,77860,94010,107100
2019,6,Northeast,Double,1,109100,22030,76220,86820,109900,125200
2019,6,Northeast,Single ,1,57800,22030,76220,86820,109900,125200
2019,6,Northeast,Total1,0,84800,22030,76220,86820,109900,125200
2019,6,South,Double,0,100500,49490,61880,70490,90420,103000
2019,6,South,Single ,0,53200,49490,61880,70490,90420,103000
2019,6,South,Total1,0,83400,49490,61880,70490,90420,103000
2019,6,United States,Double,0,103800,128500,68700,78250,98090,111700
2019,6,United States,Single ,1,52800,128500,68700,78250,98090,111700
2019,6,United States,Total1,0,84400,128500,68700,78250,98090,111700
2019,6,West,Double,1,118800,29180,75770,86300,106000,120800
2019,6,West,Single ,1,47000,29180,75770,86300,106000,120800
2019,6,West,Total1,1,100600,29180,75770,86300,106000,120800
2019,5,Midwest,Double,1,91900,27760,68350,77860,94010,107100
2019,5,Midwest,Single ,0,56700,27760,68350,77860,94010,107100
2019,5,Midwest,Total1,0,70800,27760,68350,77860,94010,107100
2019,5,Northeast,Double,0,109000,22030,76220,86820,109900,125200
2019,5,Northeast,Single ,0,59300,22030,76220,86820,109900,125200
2019,5,Northeast,Total1,0,82000,22030,76220,86820,109900,125200
2019,5,South,Double,1,99300,49490,61880,70490,90420,103000
2019,5,South,Single ,0,54000,49490,61880,70490,90420,103000
2019,5,South,Total1,1,77100,49490,61880,70490,90420,103000
2019,5,United States,Double,1,100700,128500,68700,78250,98090,111700
2019,5,United States,Single ,1,55700,128500,68700,78250,98090,111700
2019,5,United States,Total1,1,78900,128500,68700,78250,98090,111700
2019,5,West,Double,0,109100,29180,75770,86300,106000,120800
2019,5,West,Single ,0,63600,29180,75770,86300,106000,120800
2019,5,West,Total1,0,95400,29180,75770,86300,106000,120800
2019,4,Midwest,Double,0,96300,27760,68350,77860,94010,107100
2019,4,Midwest,Single ,0,49900,27760,68350,77860,94010,107100
2019,4,Midwest,Total1,1,71300,27760,68350,77860,94010,107100
2019,4,Northeast,Double,0,98400,22030,76220,86820,109900,125200
2019,4,Northeast,Single ,1,48000,22030,76220,86820,109900,125200
2019,4,Northeast,Total1,1,74500,22030,76220,86820,109900,125200
2019,4,South,Double,1,101600,49490,61880,70490,90420,103000
2019,4,South,Single ,1,50900,49490,61880,70490,90420,103000
2019,4,South,Total1,0,77800,49490,61880,70490,90420,103000
2019,4,United States,Double,0,102100,128500,68700,78250,98090,111700
2019,4,United States,Single ,0,50400,128500,68700,78250,98090,111700
2019,4,United States,Total1,0,78900,128500,68700,78250,98090,111700
2019,4,West,Double,0,108500,29180,75770,86300,106000,120800
2019,4,West,Single ,1,49100,29180,75770,86300,106000,120800
2019,4,West,Total1,0,92900,29180,75770,86300,106000,120800
2019,3,Midwest,Double,1,97200,27760,68350,77860,94010,107100
2019,3,Midwest,Single ,1,56000,27760,68350,77860,94010,107100
2019,3,Midwest,Total1,1,72500,27760,68350,77860,94010,107100
2019,3,Northeast,Double,1,97500,22030,76220,86820,109900,125200
2019,3,Northeast,Single ,0,52300,22030,76220,86820,109900,125200
2019,3,Northeast,Total1,0,74100,22030,76220,86820,109900,125200
2019,3,South,Double,0,106600,49490,61880,70490,90420,103000
2019,3,South,Single ,0,52600,49490,61880,70490,90420,103000
2019,3,South,Total1,0,84800,49490,61880,70490,90420,103000
2019,3,United States,Double,1,107600,128500,68700,78250,98090,111700
2019,3,United States,Single ,0,52600,128500,68700,78250,98090,111700
2019,3,United States,Total1,1,85000,128500,68700,78250,98090,111700
2019,3,West,Double,1,119400,29180,75770,86300,106000,120800
2019,3,West,Single ,1,43500,29180,75770,86300,106000,120800
2019,3,West,Total1,1,103100,29180,75770,86300,106000,120800
2019,2,Midwest,Double,0,98000,27760,68350,77860,94010,107100
2019,2,Midwest,Single ,0,54200,27760,68350,77860,94010,107100
2019,2,Midwest,Total1,0,68000,27760,68350,77860,94010,107100
2019,2,Northeast,Double,0,109000,22030,76220,86820,109900,125200
2019,2,Northeast,Single ,0,60100,22030,76220,86820,109900,125200
2019,2,Northeast,Total1,1,86600,22030,76220,86820,109900,125200
2019,2,South,Double,0,101700,49490,61880,70490,90420,103000
2019,2,South,Single ,1,51400,49490,61880,70490,90420,103000
2019,2,South,Total1,1,81100,49490,61880,70490,90420,103000
2019,2,United States,Double,1,103400,128500,68700,78250,98090,111700
2019,2,United States,Single ,1,53400,128500,68700,78250,98090,111700
2019,2,United States,Total1,0,81800,128500,68700,78250,98090,111700
2019,2,West,Double,0,110400,29180,75770,86300,106000,120800
2019,2,West,Single ,0,59000,29180,75770,86300,106000,120800
2019,2,West,Total1,0,95800,29180,75770,86300,106000,120800
2018,1,Midwest,Double,0,96400,27690,64070,74050,87040,100600
2018,1,Midwest,Single ,1,53800,27690,64070,74050,87040,100600
2018,1,Midwest,Total1,0,74300,27690,64070,74050,87040,100600
2018,1,Northeast,Double,1,93600,22050,70110,81040,102200,118100
2018,1,Northeast,Single ,1,57500,22050,70110,81040,102200,118100
2018,1,Northeast,Total1,1,79600,22050,70110,81040,102200,118100
2018,1,South,Double,1,104900,49740,57300,66230,81960,94740
2018,1,South,Single ,0,51500,49740,57300,66230,81960,94740
2018,1,South,Total1,0,80100,49740,57300,66230,81960,94740
2018,1,United States,Double,0,106000,128600,63180,73030,90020,104100
2018,1,United States,Single ,0,52100,128600,63180,73030,90020,104100
2018,1,United States,Total1,0,82400,128600,63180,73030,90020,104100
2018,1,West,Double,1,120400,29100,69520,80360,97400,112600
2018,1,West,Single ,0,51600,29100,69520,80360,97400,112600
2018,1,West,Total1,1,101400,29100,69520,80360,97400,112600
2018,11,Midwest,Double,1,101900,27690,64070,74050,87040,100600
2018,11,Midwest,Single ,1,56200,27690,64070,74050,87040,100600
2018,11,Midwest,Total1,1,74100,27690,64070,74050,87040,100600
2018,11,Northeast,Double,0,104700,22050,70110,81040,102200,118100
2018,11,Northeast,Single ,0,52300,22050,70110,81040,102200,118100
2018,11,Northeast,Total1,0,81400,22050,70110,81040,102200,118100
2018,11,South,Double,0,97800,49740,57300,66230,81960,94740
2018,11,South,Single ,0,54600,49740,57300,66230,81960,94740
2018,11,South,Total1,1,77100,49740,57300,66230,81960,94740
2018,11,United States,Double,0,100500,128600,63180,73030,90020,104100